product_id,warehouse_id,stock_quantity,last_updated
PROD00005,WH009,556,2026-04-13
PROD00006,WH000,873,2026-04-13
PROD00006,WH001,794,2026-04-13
PROD00006,WH002,622,2026-04-13
PROD00006,WH003,618,2026-04-13
PROD00006,WH004,907,2026-04-13
PROD00006,WH005,628,2026-04-13
PROD00006,WH006,187,2026-04-13
PROD00006,WH007,614,2026-04-13
PROD00006,WH008,32,2026-04-13
PROD00006,WH009,830,2026-04-13
PROD00007,WH000,497,2026-04-13
PROD00007,WH001,488,2026-04-13
PROD00007,WH002,409,2026-04-13
PROD00007,WH003,685,2026-04-13
PROD00007,WH004,488,2026-04-13
PROD00007,WH005,314,2026-04-13
PROD00007,WH006,848,2026-04-13
PROD00007,WH007,375,2026-04-13
PROD00007,WH008,495,2026-04-13
PROD00007,WH009,754,2026-04-13
PROD00008,WH000,600,2026-04-13
PROD00008,WH001,177,2026-04-13
PROD00008,WH002,153,2026-04-13
PROD00008,WH003,15,2026-04-13
PROD00008,WH004,186,2026-04-13
PROD00008,WH005,222,2026-04-13
PROD00008,WH006,640,2026-04-13
PROD00008,WH007,522,2026-04-13
PROD00008,WH008,685,2026-04-13
PROD00008,WH009,810,2026-04-13
PROD00009,WH000,89,2026-04-13
PROD00009,WH001,192,2026-04-13
PROD00009,WH002,363,2026-04-13
PROD00009,WH003,133,2026-04-13
PROD00009,WH004,794,2026-04-13
PROD00009,WH005,131,2026-04-13
PROD00009,WH006,563,2026-04-13
PROD00009,WH007,30,2026-04-13
PROD00009,WH008,15,2026-04-13
PROD00009,WH009,215,2026-04-13
PROD00010,WH000,397,2026-04-13
PROD00010,WH001,573,2026-04-13
PROD00010,WH002,279,2026-04-13
PROD00010,WH003,500,2026-04-13
PROD00010,WH004,717,2026-04-13
PROD00010,WH005,402,2026-04-13
PROD00010,WH006,79,2026-04-13
PROD00010,WH007,454,2026-04-13
PROD00010,WH008,275,2026-04-13
PROD00010,WH009,107,2026-04-13
PROD00011,WH000,599,2026-04-13
PROD00011,WH001,717,2026-04-13
PROD00011,WH002,548,2026-04-13
PROD00011,WH003,256,2026-04-13
PROD00011,WH004,102,2026-04-13
PROD00011,WH005,794,2026-04-13
PROD00011,WH006,434,2026-04-13
PROD00011,WH007,944,2026-04-13
PROD00011,WH008,620,2026-04-13
PROD00011,WH009,133,2026-04-13
PROD00012,WH000,434,2026-04-13
PROD00012,WH001,355,2026-04-13
PROD00012,WH002,284,2026-04-13
PROD00012,WH003,967,2026-04-13
PROD00012,WH004,954,2026-04-13
PROD00012,WH005,105,2026-04-13
PROD00012,WH006,657,2026-04-13
PROD00012,WH007,201,2026-04-13
PROD00012,WH008,345,2026-04-13
PROD00012,WH009,266,2026-04-13
PROD00013,WH000,450,2026-04-13
PROD00013,WH001,245,2026-04-13
PROD00013,WH002,374,2026-04-13
PROD00013,WH003,348,2026-04-13
PROD00013,WH004,173,2026-04-13
PROD00013,WH005,72,2026-04-13
PROD00013,WH006,456,2026-04-13
PROD00013,WH007,726,2026-04-13
PROD00013,WH008,767,2026-04-13
PROD00013,WH009,452,2026-04-13
PROD00014,WH000,52,2026-04-13
PROD00014,WH001,711,2026-04-13
PROD00014,WH002,500,2026-04-13
PROD00014,WH003,772,2026-04-13
PROD00014,WH004,902,2026-04-13
PROD00014,WH005,409,2026-04-13
PROD00014,WH006,887,2026-04-13
PROD00014,WH007,341,2026-04-13
PROD00014,WH008,243,2026-04-13
PROD00014,WH009,756,2026-04-13
PROD00015,WH000,142,2026-04-13
PROD00015,WH001,611,2026-04-13
PROD00015,WH002,154,2026-04-13
PROD00015,WH003,414,2026-04-13
PROD00015,WH004,884,2026-04-13
PROD00015,WH005,915,2026-04-13
PROD00015,WH006,320,2026-04-13
PROD00015,WH007,697,2026-04-13
PROD00015,WH008,619,2026-04-13
PROD00015,WH009,937,2026-04-13
PROD00016,WH000,231,2026-04-13
PROD00016,WH001,60,2026-04-13
PROD00016,WH002,825,2026-04-13
PROD00016,WH003,47,2026-04-13
PROD00016,WH004,52,2026-04-13
PROD00016,WH005,361,2026-04-13
PROD00016,WH006,915,2026-04-13
PROD00016,WH007,183,2026-04-13
PROD00016,WH008,318,2026-04-13
PROD00016,WH009,36,2026-04-13
PROD00017,WH000,805,2026-04-13
PROD00017,WH001,569,2026-04-13
PROD00017,WH002,570,2026-04-13
PROD00017,WH003,608,2026-04-13
PROD00017,WH004,546,2026-04-13
PROD00017,WH005,712,2026-04-13
PROD00017,WH006,943,2026-04-13
PROD00017,WH007,731,2026-04-13
PROD00017,WH008,55,2026-04-13
PROD00017,WH009,467,2026-04-13
PROD00018,WH000,970,2026-04-13
PROD00018,WH001,246,2026-04-13
PROD00018,WH002,745,2026-04-13
PROD00018,WH003,126,2026-04-13
PROD00018,WH004,977,2026-04-13
PROD00018,WH005,609,2026-04-13
PROD00018,WH006,594,2026-04-13
PROD00018,WH007,426,2026-04-13
PROD00018,WH008,543,2026-04-13
PROD00018,WH009,909,2026-04-13
PROD00019,WH000,995,2026-04-13
PROD00019,WH001,686,2026-04-13
PROD00019,WH002,976,2026-04-13
PROD00019,WH003,555,2026-04-13
PROD00019,WH004,92,2026-04-13
PROD00019,WH005,971,2026-04-13
PROD00019,WH006,58,2026-04-13
PROD00019,WH007,156,2026-04-13
PROD00019,WH008,99,2026-04-13
PROD00019,WH009,493,2026-04-13
PROD00020,WH000,269,2026-04-13
PROD00020,WH001,960,2026-04-13
PROD00020,WH002,814,2026-04-13
PROD00020,WH003,453,2026-04-13
PROD00020,WH004,731,2026-04-13
PROD00020,WH005,149,2026-04-13
PROD00020,WH006,386,2026-04-13
PROD00020,WH007,923,2026-04-13
PROD00020,WH008,243,2026-04-13
PROD00020,WH009,474,2026-04-13
PROD00021,WH000,929,2026-04-13
PROD00021,WH001,510,2026-04-13
PROD00021,WH002,85,2026-04-13
PROD00021,WH003,728,2026-04-13
PROD00021,WH004,223,2026-04-13
PROD00021,WH005,185,2026-04-13
PROD00021,WH006,515,2026-04-13
PROD00021,WH007,482,2026-04-13
PROD00021,WH008,204,2026-04-13
PROD00021,WH009,834,2026-04-13
PROD00022,WH000,758,2026-04-13
PROD00022,WH001,544,2026-04-13
PROD00022,WH002,819,2026-04-13
PROD00022,WH003,820,2026-04-13
PROD00022,WH004,797,2026-04-13
PROD00022,WH005,723,2026-04-13
PROD00022,WH006,151,2026-04-13
PROD00022,WH007,422,2026-04-13
PROD00022,WH008,172,2026-04-13
PROD00022,WH009,904,2026-04-13
PROD00023,WH000,328,2026-04-13
PROD00023,WH001,732,2026-04-13
PROD00023,WH002,933,2026-04-13
PROD00023,WH003,297,2026-04-13
PROD00023,WH004,233,2026-04-13
PROD00023,WH005,98,2026-04-13
PROD00023,WH006,35,2026-04-13
PROD00023,WH007,845,2026-04-13
PROD00023,WH008,378,2026-04-13
PROD00023,WH009,725,2026-04-13
PROD00024,WH000,653,2026-04-13
PROD00024,WH001,6,2026-04-13
PROD00024,WH002,228,2026-04-13
PROD00024,WH003,823,2026-04-13
PROD00024,WH004,87,2026-04-13
PROD00024,WH005,138,2026-04-13
PROD00024,WH006,845,2026-04-13
PROD00024,WH007,943,2026-04-13
PROD00024,WH008,871,2026-04-13
PROD00024,WH009,436,2026-04-13
PROD00025,WH000,653,2026-04-13
PROD00025,WH001,909,2026-04-13
PROD00025,WH002,664,2026-04-13
PROD00025,WH003,273,2026-04-13
PROD00025,WH004,230,2026-04-13
PROD00025,WH005,329,2026-04-13
PROD00025,WH006,767,2026-04-13
PROD00025,WH007,650,2026-04-13
PROD00025,WH008,89,2026-04-13
PROD00025,WH009,870,2026-04-13
PROD00026,WH000,228,2026-04-13
PROD00026,WH001,330,2026-04-13
PROD00026,WH002,328,2026-04-13
PROD00026,WH003,113,2026-04-13
PROD00026,WH004,426,2026-04-13
PROD00026,WH005,441,2026-04-13
PROD00026,WH006,461,2026-04-13
PROD00026,WH007,425,2026-04-13
PROD00026,WH008,356,2026-04-13
PROD00026,WH009,867,2026-04-13
PROD00027,WH000,575,2026-04-13
PROD00027,WH001,0,2026-04-13
PROD00027,WH002,401,2026-04-13
PROD00027,WH003,412,2026-04-13
PROD00027,WH004,570,2026-04-13
PROD00027,WH005,650,2026-04-13
PROD00027,WH006,497,2026-04-13
PROD00027,WH007,1,2026-04-13
PROD00027,WH008,578,2026-04-13
PROD00027,WH009,591,2026-04-13
PROD00028,WH000,568,2026-04-13
PROD00028,WH001,912,2026-04-13
PROD00028,WH002,105,2026-04-13
PROD00028,WH003,511,2026-04-13
PROD00028,WH004,313,2026-04-13
PROD00028,WH005,458,2026-04-13
PROD00028,WH006,355,2026-04-13
PROD00028,WH007,760,2026-04-13
PROD00028,WH008,747,2026-04-13
PROD00028,WH009,631,2026-04-13
PROD00029,WH000,821,2026-04-13
PROD00029,WH001,219,2026-04-13
PROD00029,WH002,812,2026-04-13
PROD00029,WH003,282,2026-04-13
PROD00029,WH004,29,2026-04-13
PROD00029,WH005,978,2026-04-13
PROD00029,WH006,110,2026-04-13
PROD00029,WH007,806,2026-04-13
PROD00029,WH008,974,2026-04-13
PROD00029,WH009,691,2026-04-13
PROD00030,WH000,3,2026-04-13
PROD00030,WH001,795,2026-04-13
PROD00030,WH002,364,2026-04-13
PROD00030,WH003,48,2026-04-13
PROD00030,WH004,778,2026-04-13
PROD00030,WH005,215,2026-04-13
PROD00030,WH006,321,2026-04-13
PROD00030,WH007,102,2026-04-13
PROD00030,WH008,990,2026-04-13
PROD00030,WH009,762,2026-04-13
PROD00031,WH000,478,2026-04-13
PROD00031,WH001,515,2026-04-13
PROD00031,WH002,908,2026-04-13
PROD00031,WH003,129,2026-04-13
PROD00031,WH004,962,2026-04-13
PROD00031,WH005,380,2026-04-13
PROD00031,WH006,309,2026-04-13
PROD00031,WH007,995,2026-04-13
PROD00031,WH008,563,2026-04-13
PROD00031,WH009,307,2026-04-13
PROD00032,WH000,327,2026-04-13
PROD00032,WH001,272,2026-04-13
PROD00032,WH002,281,2026-04-13
PROD00032,WH003,661,2026-04-13
PROD00032,WH004,1,2026-04-13
PROD00032,WH005,603,2026-04-13
PROD00032,WH006,546,2026-04-13
PROD00032,WH007,870,2026-04-13
PROD00032,WH008,843,2026-04-13
PROD00032,WH009,820,2026-04-13
PROD00033,WH000,126,2026-04-13
PROD00033,WH001,388,2026-04-13
PROD00033,WH002,437,2026-04-13
PROD00033,WH003,650,2026-04-13
PROD00033,WH004,968,2026-04-13
PROD00033,WH005,565,2026-04-13
PROD00033,WH006,964,2026-04-13
PROD00033,WH007,745,2026-04-13
PROD00033,WH008,909,2026-04-13
PROD00033,WH009,464,2026-04-13
PROD00034,WH000,691,2026-04-13
PROD00034,WH001,482,2026-04-13
PROD00034,WH002,112,2026-04-13
PROD00034,WH003,943,2026-04-13
PROD00034,WH004,152,2026-04-13
PROD00034,WH005,908,2026-04-13
PROD00034,WH006,398,2026-04-13
PROD00034,WH007,991,2026-04-13
PROD00034,WH008,76,2026-04-13
PROD00034,WH009,148,2026-04-13
PROD00035,WH000,319,2026-04-13
PROD00035,WH001,548,2026-04-13
PROD00035,WH002,734,2026-04-13
PROD00035,WH003,651,2026-04-13
PROD00035,WH004,544,2026-04-13
PROD00035,WH005,759,2026-04-13
PROD00035,WH006,216,2026-04-13
PROD00035,WH007,221,2026-04-13
PROD00035,WH008,932,2026-04-13
PROD00035,WH009,813,2026-04-13
PROD00036,WH000,780,2026-04-13
PROD00036,WH001,415,2026-04-13
PROD00036,WH002,566,2026-04-13
PROD00036,WH003,336,2026-04-13
PROD00036,WH004,616,2026-04-13
PROD00036,WH005,95,2026-04-13
PROD00036,WH006,217,2026-04-13
PROD00036,WH007,336,2026-04-13
PROD00036,WH008,929,2026-04-13
PROD00036,WH009,336,2026-04-13
PROD00037,WH000,245,2026-04-13
PROD00037,WH001,465,2026-04-13
PROD00037,WH002,603,2026-04-13
PROD00037,WH003,228,2026-04-13
PROD00037,WH004,652,2026-04-13
PROD00037,WH005,36,2026-04-13
PROD00037,WH006,960,2026-04-13
PROD00037,WH007,118,2026-04-13
PROD00037,WH008,961,2026-04-13
PROD00037,WH009,673,2026-04-13
PROD00038,WH000,64,2026-04-13
PROD00038,WH001,773,2026-04-13
PROD00038,WH002,644,2026-04-13
PROD00038,WH003,644,2026-04-13
PROD00038,WH004,338,2026-04-13
PROD00038,WH005,554,2026-04-13
PROD00038,WH006,634,2026-04-13
PROD00038,WH007,998,2026-04-13
PROD00038,WH008,52,2026-04-13
PROD00038,WH009,949,2026-04-13
PROD00039,WH000,473,2026-04-13
PROD00039,WH001,261,2026-04-13
PROD00039,WH002,370,2026-04-13
PROD00039,WH003,516,2026-04-13
PROD00039,WH004,834,2026-04-13
PROD00039,WH005,55,2026-04-13
PROD00039,WH006,158,2026-04-13
PROD00039,WH007,71,2026-04-13
PROD00039,WH008,888,2026-04-13
PROD00039,WH009,777,2026-04-13
PROD00040,WH000,115,2026-04-13
PROD00040,WH001,824,2026-04-13
PROD00040,WH002,766,2026-04-13
PROD00040,WH003,604,2026-04-13
PROD00040,WH004,275,2026-04-13
PROD00040,WH005,877,2026-04-13
PROD00040,WH006,829,2026-04-13
PROD00040,WH007,46,2026-04-13
PROD00040,WH008,71,2026-04-13
PROD00040,WH009,952,2026-04-13
PROD00041,WH000,72,2026-04-13
PROD00041,WH001,743,2026-04-13
PROD00041,WH002,190,2026-04-13
PROD00041,WH003,492,2026-04-13
PROD00041,WH004,61,2026-04-13
PROD00041,WH005,107,2026-04-13
PROD00041,WH006,907,2026-04-13
PROD00041,WH007,716,2026-04-13
PROD00041,WH008,477,2026-04-13
PROD00041,WH009,167,2026-04-13
PROD00042,WH000,812,2026-04-13
PROD00042,WH001,422,2026-04-13
PROD00042,WH002,130,2026-04-13
PROD00042,WH003,912,2026-04-13
PROD00042,WH004,153,2026-04-13
PROD00042,WH005,445,2026-04-13
PROD00042,WH006,480,2026-04-13
PROD00042,WH007,368,2026-04-13
PROD00042,WH008,583,2026-04-13
PROD00042,WH009,61,2026-04-13
PROD00043,WH000,313,2026-04-13
PROD00043,WH001,602,2026-04-13
PROD00043,WH002,906,2026-04-13
PROD00043,WH003,43,2026-04-13
PROD00043,WH004,392,2026-04-13
PROD00043,WH005,326,2026-04-13
PROD00043,WH006,79,2026-04-13
PROD00043,WH007,32,2026-04-13
PROD00043,WH008,167,2026-04-13
PROD00043,WH009,425,2026-04-13
PROD00044,WH000,69,2026-04-13
PROD00044,WH001,487,2026-04-13
PROD00044,WH002,840,2026-04-13
PROD00044,WH003,386,2026-04-13
PROD00044,WH004,799,2026-04-13
PROD00044,WH005,282,2026-04-13
PROD00044,WH006,955,2026-04-13
PROD00044,WH007,152,2026-04-13
PROD00044,WH008,828,2026-04-13
PROD00044,WH009,537,2026-04-13
PROD00045,WH000,356,2026-04-13
PROD00045,WH001,583,2026-04-13
PROD00045,WH002,253,2026-04-13
PROD00045,WH003,723,2026-04-13
PROD00045,WH004,476,2026-04-13
PROD00045,WH005,9,2026-04-13
PROD00045,WH006,865,2026-04-13
PROD00045,WH007,307,2026-04-13
PROD00045,WH008,307,2026-04-13
PROD00045,WH009,611,2026-04-13
PROD00046,WH000,232,2026-04-13
PROD00046,WH001,138,2026-04-13
PROD00046,WH002,180,2026-04-13
PROD00046,WH003,148,2026-04-13
PROD00046,WH004,951,2026-04-13
PROD00046,WH005,950,2026-04-13
PROD00046,WH006,883,2026-04-13
PROD00046,WH007,921,2026-04-13
PROD00046,WH008,417,2026-04-13
PROD00046,WH009,967,2026-04-13
PROD00047,WH000,222,2026-04-13
PROD00047,WH001,899,2026-04-13
PROD00047,WH002,109,2026-04-13
PROD00047,WH003,130,2026-04-13
PROD00047,WH004,180,2026-04-13
PROD00047,WH005,36,2026-04-13
PROD00047,WH006,105,2026-04-13
PROD00047,WH007,844,2026-04-13
PROD00047,WH008,672,2026-04-13
PROD00047,WH009,486,2026-04-13
PROD00048,WH000,398,2026-04-13
PROD00048,WH001,874,2026-04-13
PROD00048,WH002,203,2026-04-13
PROD00048,WH003,275,2026-04-13
PROD00048,WH004,537,2026-04-13
PROD00048,WH005,5,2026-04-13
PROD00048,WH006,521,2026-04-13
PROD00048,WH007,74,2026-04-13
PROD00048,WH008,398,2026-04-13
PROD00048,WH009,341,2026-04-13
PROD00049,WH000,458,2026-04-13
PROD00049,WH001,18,2026-04-13
PROD00049,WH002,319,2026-04-13
PROD00049,WH003,381,2026-04-13
PROD00049,WH004,790,2026-04-13
PROD00049,WH005,206,2026-04-13
PROD00049,WH006,313,2026-04-13
PROD00049,WH007,374,2026-04-13
PROD00049,WH008,50,2026-04-13
PROD00049,WH009,142,2026-04-13
PROD00050,WH000,882,2026-04-13
PROD00050,WH001,352,2026-04-13
PROD00050,WH002,447,2026-04-13
PROD00050,WH003,288,2026-04-13
PROD00050,WH004,350,2026-04-13
PROD00050,WH005,357,2026-04-13
PROD00050,WH006,518,2026-04-13
PROD00050,WH007,329,2026-04-13
PROD00050,WH008,891,2026-04-13
PROD00050,WH009,264,2026-04-13
PROD00051,WH000,923,2026-04-13
PROD00051,WH001,8,2026-04-13
PROD00051,WH002,727,2026-04-13
PROD00051,WH003,442,2026-04-13
PROD00051,WH004,457,2026-04-13
PROD00051,WH005,271,2026-04-13
PROD00051,WH006,553,2026-04-13
PROD00051,WH007,491,2026-04-13
PROD00051,WH008,702,2026-04-13
PROD00051,WH009,786,2026-04-13
PROD00052,WH000,602,2026-04-13
PROD00052,WH001,454,2026-04-13
PROD00052,WH002,242,2026-04-13
PROD00052,WH003,879,2026-04-13
PROD00052,WH004,907,2026-04-13
PROD00052,WH005,794,2026-04-13
PROD00052,WH006,390,2026-04-13
PROD00052,WH007,672,2026-04-13
PROD00052,WH008,839,2026-04-13
PROD00052,WH009,91,2026-04-13
PROD00053,WH000,916,2026-04-13
PROD00053,WH001,555,2026-04-13
PROD00053,WH002,965,2026-04-13
PROD00053,WH003,72,2026-04-13
PROD00053,WH004,797,2026-04-13
PROD00053,WH005,680,2026-04-13
PROD00053,WH006,909,2026-04-13
PROD00053,WH007,794,2026-04-13
PROD00053,WH008,401,2026-04-13
PROD00053,WH009,112,2026-04-13
PROD00054,WH000,416,2026-04-13
PROD00054,WH001,356,2026-04-13
PROD00054,WH002,91,2026-04-13
PROD00054,WH003,240,2026-04-13
PROD00054,WH004,255,2026-04-13
PROD00054,WH005,469,2026-04-13
PROD00054,WH006,10,2026-04-13
PROD00054,WH007,321,2026-04-13
PROD00054,WH008,7,2026-04-13
PROD00054,WH009,232,2026-04-13
PROD00055,WH000,127,2026-04-13
PROD00055,WH001,899,2026-04-13
PROD00055,WH002,85,2026-04-13
PROD00055,WH003,316,2026-04-13
PROD00055,WH004,354,2026-04-13
PROD00055,WH005,359,2026-04-13
PROD00055,WH006,771,2026-04-13
PROD00055,WH007,415,2026-04-13
PROD00055,WH008,777,2026-04-13
PROD00055,WH009,407,2026-04-13
PROD00056,WH000,472,2026-04-13
PROD00056,WH001,681,2026-04-13
PROD00056,WH002,386,2026-04-13
PROD00056,WH003,719,2026-04-13
PROD00056,WH004,421,2026-04-13
PROD00056,WH005,864,2026-04-13
PROD00056,WH006,875,2026-04-13
PROD00056,WH007,269,2026-04-13
PROD00056,WH008,493,2026-04-13
PROD00056,WH009,690,2026-04-13
PROD00057,WH000,778,2026-04-13
PROD00057,WH001,936,2026-04-13
PROD00057,WH002,560,2026-04-13
PROD00057,WH003,245,2026-04-13
PROD00057,WH004,94,2026-04-13
PROD00057,WH005,962,2026-04-13
PROD00057,WH006,439,2026-04-13
PROD00057,WH007,49,2026-04-13
PROD00057,WH008,357,2026-04-13
PROD00057,WH009,855,2026-04-13
PROD00058,WH000,937,2026-04-13
PROD00058,WH001,46,2026-04-13
PROD00058,WH002,232,2026-04-13
PROD00058,WH003,825,2026-04-13
PROD00058,WH004,13,2026-04-13
PROD00058,WH005,815,2026-04-13
PROD00058,WH006,903,2026-04-13
PROD00058,WH007,106,2026-04-13
PROD00058,WH008,911,2026-04-13
PROD00058,WH009,196,2026-04-13
PROD00059,WH000,680,2026-04-13
PROD00059,WH001,851,2026-04-13
PROD00059,WH002,553,2026-04-13
PROD00059,WH003,447,2026-04-13
PROD00059,WH004,368,2026-04-13
PROD00059,WH005,362,2026-04-13
PROD00059,WH006,337,2026-04-13
PROD00059,WH007,69,2026-04-13
PROD00059,WH008,770,2026-04-13
PROD00059,WH009,772,2026-04-13
PROD00060,WH000,410,2026-04-13
PROD00060,WH001,802,2026-04-13
PROD00060,WH002,184,2026-04-13
PROD00060,WH003,329,2026-04-13
PROD00060,WH004,813,2026-04-13
PROD00060,WH005,620,2026-04-13
PROD00060,WH006,931,2026-04-13
PROD00060,WH007,172,2026-04-13
PROD00060,WH008,795,2026-04-13
PROD00060,WH009,132,2026-04-13
PROD00061,WH000,423,2026-04-13
PROD00061,WH001,562,2026-04-13
PROD00061,WH002,904,2026-04-13
PROD00061,WH003,940,2026-04-13
PROD00061,WH004,341,2026-04-13
PROD00061,WH005,275,2026-04-13
PROD00061,WH006,648,2026-04-13
PROD00061,WH007,999,2026-04-13
PROD00061,WH008,473,2026-04-13
PROD00061,WH009,211,2026-04-13
PROD00062,WH000,900,2026-04-13
PROD00062,WH001,614,2026-04-13
PROD00062,WH002,442,2026-04-13
PROD00062,WH003,774,2026-04-13
PROD00062,WH004,188,2026-04-13
PROD00062,WH005,713,2026-04-13
PROD00062,WH006,785,2026-04-13
PROD00062,WH007,997,2026-04-13
PROD00062,WH008,963,2026-04-13
PROD00062,WH009,67,2026-04-13
PROD00063,WH000,720,2026-04-13
PROD00063,WH001,450,2026-04-13
PROD00063,WH002,409,2026-04-13
PROD00063,WH003,769,2026-04-13
PROD00063,WH004,463,2026-04-13
PROD00063,WH005,967,2026-04-13
PROD00063,WH006,665,2026-04-13
PROD00063,WH007,502,2026-04-13
PROD00063,WH008,401,2026-04-13
PROD00063,WH009,590,2026-04-13
PROD00064,WH000,820,2026-04-13
PROD00064,WH001,140,2026-04-13
PROD00064,WH002,926,2026-04-13
PROD00064,WH003,422,2026-04-13
PROD00064,WH004,431,2026-04-13
PROD00064,WH005,102,2026-04-13
PROD00064,WH006,802,2026-04-13
PROD00064,WH007,889,2026-04-13
PROD00064,WH008,747,2026-04-13
PROD00064,WH009,279,2026-04-13
PROD00065,WH000,848,2026-04-13
PROD00065,WH001,727,2026-04-13
PROD00065,WH002,383,2026-04-13
PROD00065,WH003,293,2026-04-13
PROD00065,WH004,151,2026-04-13
PROD00065,WH005,509,2026-04-13
PROD00065,WH006,580,2026-04-13
PROD00065,WH007,836,2026-04-13
PROD00065,WH008,703,2026-04-13
PROD00065,WH009,439,2026-04-13
PROD00066,WH000,931,2026-04-13
PROD00066,WH001,658,2026-04-13
PROD00066,WH002,155,2026-04-13
PROD00066,WH003,694,2026-04-13
PROD00066,WH004,671,2026-04-13
PROD00066,WH005,984,2026-04-13
PROD00066,WH006,385,2026-04-13
PROD00066,WH007,76,2026-04-13
PROD00066,WH008,980,2026-04-13
PROD00066,WH009,783,2026-04-13
PROD00067,WH000,62,2026-04-13
PROD00067,WH001,826,2026-04-13
PROD00067,WH002,754,2026-04-13
PROD00067,WH003,765,2026-04-13
PROD00067,WH004,79,2026-04-13
PROD00067,WH005,433,2026-04-13
PROD00067,WH006,651,2026-04-13
PROD00067,WH007,301,2026-04-13
PROD00067,WH008,56,2026-04-13
PROD00067,WH009,982,2026-04-13
PROD00068,WH000,210,2026-04-13
PROD00068,WH001,465,2026-04-13
PROD00068,WH002,548,2026-04-13
PROD00068,WH003,295,2026-04-13
PROD00068,WH004,400,2026-04-13
PROD00068,WH005,889,2026-04-13
PROD00068,WH006,262,2026-04-13
PROD00068,WH007,254,2026-04-13
PROD00068,WH008,91,2026-04-13
PROD00068,WH009,788,2026-04-13
PROD00069,WH000,115,2026-04-13
PROD00069,WH001,821,2026-04-13
PROD00069,WH002,327,2026-04-13
PROD00069,WH003,680,2026-04-13
PROD00069,WH004,505,2026-04-13
PROD00069,WH005,815,2026-04-13
PROD00069,WH006,832,2026-04-13
PROD00069,WH007,868,2026-04-13
PROD00069,WH008,243,2026-04-13
PROD00069,WH009,538,2026-04-13
PROD00070,WH000,775,2026-04-13
PROD00070,WH001,824,2026-04-13
PROD00070,WH002,146,2026-04-13
PROD00070,WH003,799,2026-04-13
PROD00070,WH004,725,2026-04-13
PROD00070,WH005,384,2026-04-13
PROD00070,WH006,772,2026-04-13
PROD00070,WH007,290,2026-04-13
PROD00070,WH008,99,2026-04-13
PROD00070,WH009,73,2026-04-13
PROD00071,WH000,732,2026-04-13
PROD00071,WH001,221,2026-04-13
PROD00071,WH002,819,2026-04-13
PROD00071,WH003,349,2026-04-13
PROD00071,WH004,963,2026-04-13
PROD00071,WH005,880,2026-04-13
PROD00071,WH006,21,2026-04-13
PROD00071,WH007,343,2026-04-13
PROD00071,WH008,661,2026-04-13
PROD00071,WH009,52,2026-04-13
PROD00072,WH000,257,2026-04-13
PROD00072,WH001,691,2026-04-13
PROD00072,WH002,86,2026-04-13
PROD00072,WH003,835,2026-04-13
PROD00072,WH004,365,2026-04-13
PROD00072,WH005,201,2026-04-13
PROD00072,WH006,374,2026-04-13
PROD00072,WH007,290,2026-04-13
PROD00072,WH008,30,2026-04-13
PROD00072,WH009,807,2026-04-13
PROD00073,WH000,761,2026-04-13
PROD00073,WH001,369,2026-04-13
PROD00073,WH002,697,2026-04-13
PROD00073,WH003,168,2026-04-13
