order_id,customer_id,order_date,channel,store_id,order_status,order_year,order_month
ORD0000045,CUST04665,2023-12-20,Store,STORE015,Returned,2023,12
ORD0000046,CUST02474,2023-02-08,App,ONLINE,Cancelled,2023,2
ORD0000047,CUST00949,2023-10-06,App,ONLINE,Cancelled,2023,10
ORD0000048,CUST03023,2024-10-08,Store,STORE005,Cancelled,2024,10
ORD0000049,CUST03879,2023-09-17,Store,STORE012,Delivered,2023,9
ORD0000050,CUST02529,2023-12-30,Store,STORE042,Delivered,2023,12
ORD0000051,CUST00621,2023-07-07,Online,ONLINE,Delivered,2023,7
ORD0000052,CUST04025,2023-04-21,App,ONLINE,Returned,2023,4
ORD0000053,CUST03673,2024-05-09,App,ONLINE,Returned,2024,5
ORD0000054,CUST00044,2024-02-14,App,ONLINE,Delivered,2024,2
ORD0000055,CUST01903,2023-06-12,Store,STORE000,Shipped,2023,6
ORD0000056,CUST01168,2023-02-08,App,ONLINE,Shipped,2023,2
ORD0000057,CUST03507,2023-10-09,App,ONLINE,Shipped,2023,10
ORD0000058,CUST00826,2024-12-22,App,ONLINE,Shipped,2024,12
ORD0000059,CUST00140,2023-02-08,App,ONLINE,Delivered,2023,2
ORD0000060,CUST00765,2023-09-30,App,ONLINE,Shipped,2023,9
ORD0000061,CUST00076,2023-05-25,App,ONLINE,Returned,2023,5
ORD0000062,CUST03154,2023-06-20,Online,ONLINE,Cancelled,2023,6
ORD0000063,CUST04947,2023-11-23,Store,STORE038,Cancelled,2023,11
ORD0000064,CUST03422,2024-12-09,Online,ONLINE,Returned,2024,12
ORD0000065,CUST03481,2024-06-12,App,ONLINE,Returned,2024,6
ORD0000066,CUST01962,2024-11-17,App,ONLINE,Cancelled,2024,11
ORD0000067,CUST00891,2024-09-16,Online,ONLINE,Shipped,2024,9
ORD0000068,CUST01159,2024-12-08,App,ONLINE,Shipped,2024,12
ORD0000069,CUST03524,2023-06-12,Online,ONLINE,Cancelled,2023,6
ORD0000070,CUST00699,2023-04-30,App,ONLINE,Returned,2023,4
ORD0000071,CUST00537,2024-10-14,Store,STORE000,Delivered,2024,10
ORD0000072,CUST03028,2024-10-02,Store,STORE012,Cancelled,2024,10
ORD0000073,CUST01071,2023-07-02,Store,STORE004,Returned,2023,7
ORD0000074,CUST00145,2024-06-24,Store,STORE015,Returned,2024,6
ORD0000075,CUST02044,2023-01-27,Store,STORE008,Delivered,2023,1
ORD0000076,CUST02378,2024-12-16,App,ONLINE,Delivered,2024,12
ORD0000077,CUST04184,2023-09-28,App,ONLINE,Cancelled,2023,9
ORD0000078,CUST01077,2024-08-25,App,ONLINE,Cancelled,2024,8
ORD0000079,CUST03007,2024-11-14,Online,ONLINE,Delivered,2024,11
ORD0000080,CUST03483,2024-04-26,Online,ONLINE,Returned,2024,4
ORD0000081,CUST01088,2024-05-03,Online,ONLINE,Delivered,2024,5
ORD0000082,CUST01409,2024-11-12,App,ONLINE,Cancelled,2024,11
ORD0000083,CUST04983,2023-03-20,Online,ONLINE,Shipped,2023,3
ORD0000084,CUST01108,2023-09-26,Online,ONLINE,Returned,2023,9
ORD0000085,CUST02783,2023-07-24,Online,ONLINE,Shipped,2023,7
ORD0000086,CUST02717,2024-12-26,Store,STORE048,Returned,2024,12
ORD0000087,CUST03256,2023-09-09,Online,ONLINE,Delivered,2023,9
ORD0000088,CUST01510,2023-11-20,Online,ONLINE,Shipped,2023,11
ORD0000089,CUST04373,2024-05-08,App,ONLINE,Shipped,2024,5
ORD0000090,CUST00780,2024-01-01,Online,ONLINE,Delivered,2024,1
ORD0000091,CUST03771,2024-10-17,Store,STORE028,Cancelled,2024,10
ORD0000092,CUST02078,2024-06-19,Store,STORE033,Shipped,2024,6
ORD0000093,CUST02783,2023-09-08,App,ONLINE,Cancelled,2023,9
ORD0000094,CUST03298,2023-12-19,Store,STORE041,Shipped,2023,12
ORD0000095,CUST04992,2023-07-26,App,ONLINE,Cancelled,2023,7
ORD0000096,CUST03266,2024-07-09,Store,STORE039,Cancelled,2024,7
ORD0000097,CUST04418,2023-05-14,Online,ONLINE,Cancelled,2023,5
ORD0000098,CUST03423,2024-08-21,App,ONLINE,Returned,2024,8
ORD0000099,CUST02912,2023-02-12,App,ONLINE,Cancelled,2023,2
ORD0000100,CUST01811,2023-05-03,Online,ONLINE,Delivered,2023,5
ORD0000101,CUST01306,2024-11-24,Store,STORE040,Returned,2024,11
ORD0000102,CUST00553,2023-11-10,Online,ONLINE,Shipped,2023,11
ORD0000103,CUST00674,2023-06-03,App,ONLINE,Shipped,2023,6
ORD0000104,CUST04726,2023-08-19,Online,ONLINE,Cancelled,2023,8
ORD0000105,CUST00568,2023-08-06,Store,STORE038,Delivered,2023,8
ORD0000106,CUST02713,2024-09-12,Online,ONLINE,Shipped,2024,9
ORD0000107,CUST01276,2024-05-18,Online,ONLINE,Cancelled,2024,5
ORD0000108,CUST02150,2024-02-03,Online,ONLINE,Cancelled,2024,2
ORD0000109,CUST04008,2024-07-30,App,ONLINE,Shipped,2024,7
ORD0000110,CUST02132,2023-07-09,Online,ONLINE,Delivered,2023,7
ORD0000111,CUST02812,2023-10-24,Store,STORE017,Shipped,2023,10
ORD0000112,CUST03863,2023-03-02,Store,STORE043,Cancelled,2023,3
ORD0000113,CUST02958,2024-03-28,App,ONLINE,Cancelled,2024,3
ORD0000114,CUST04802,2024-10-18,Store,STORE010,Returned,2024,10
ORD0000115,CUST02104,2023-04-13,Online,ONLINE,Cancelled,2023,4
ORD0000116,CUST00588,2024-02-14,Online,ONLINE,Cancelled,2024,2
ORD0000117,CUST00791,2024-05-17,Online,ONLINE,Cancelled,2024,5
ORD0000118,CUST03667,2023-06-22,Online,ONLINE,Cancelled,2023,6
ORD0000119,CUST00031,2024-10-30,Store,STORE044,Delivered,2024,10
ORD0000120,CUST02821,2024-12-12,App,ONLINE,Delivered,2024,12
ORD0000121,CUST04334,2023-12-11,Online,ONLINE,Cancelled,2023,12
ORD0000122,CUST01206,2023-04-09,App,ONLINE,Shipped,2023,4
ORD0000123,CUST02078,2023-06-20,Store,STORE003,Delivered,2023,6
ORD0000124,CUST01389,2023-11-25,Store,STORE006,Delivered,2023,11
ORD0000125,CUST04317,2024-09-03,Online,ONLINE,Cancelled,2024,9
ORD0000126,CUST04018,2023-06-20,Online,ONLINE,Cancelled,2023,6
ORD0000127,CUST04189,2023-04-03,Online,ONLINE,Cancelled,2023,4
ORD0000128,CUST03338,2023-12-26,Online,ONLINE,Returned,2023,12
ORD0000129,CUST01368,2024-09-05,Online,ONLINE,Shipped,2024,9
ORD0000130,CUST02737,2024-02-16,App,ONLINE,Returned,2024,2
ORD0000131,CUST00281,2023-05-09,Online,ONLINE,Delivered,2023,5
ORD0000132,CUST02742,2023-10-26,App,ONLINE,Returned,2023,10
ORD0000133,CUST02624,2024-04-24,Online,ONLINE,Cancelled,2024,4
ORD0000134,CUST02408,2024-10-15,App,ONLINE,Cancelled,2024,10
ORD0000135,CUST04680,2024-06-06,Store,STORE011,Returned,2024,6
ORD0000136,CUST01544,2024-09-15,App,ONLINE,Cancelled,2024,9
ORD0000137,CUST01702,2024-12-01,Store,STORE036,Shipped,2024,12
ORD0000138,CUST03002,2024-04-13,App,ONLINE,Delivered,2024,4
ORD0000139,CUST04228,2024-03-10,Store,STORE004,Shipped,2024,3
ORD0000140,CUST00610,2024-11-25,Store,STORE015,Shipped,2024,11
ORD0000141,CUST00424,2023-04-23,Store,STORE039,Returned,2023,4
ORD0000142,CUST03942,2024-09-21,Store,STORE025,Returned,2024,9
ORD0000143,CUST01219,2024-06-13,Online,ONLINE,Delivered,2024,6
ORD0000144,CUST00560,2024-03-22,Store,STORE020,Delivered,2024,3
ORD0000145,CUST04904,2023-07-25,Online,ONLINE,Cancelled,2023,7
ORD0000146,CUST04791,2023-01-18,App,ONLINE,Shipped,2023,1
ORD0000147,CUST00970,2023-06-19,App,ONLINE,Delivered,2023,6
ORD0000148,CUST04491,2023-05-14,App,ONLINE,Cancelled,2023,5
ORD0000149,CUST04025,2024-10-02,App,ONLINE,Returned,2024,10
ORD0000150,CUST00756,2024-12-29,Store,STORE028,Returned,2024,12
ORD0000151,CUST03657,2023-08-13,App,ONLINE,Cancelled,2023,8
ORD0000152,CUST02203,2024-12-19,Store,STORE028,Delivered,2024,12
ORD0000153,CUST01237,2023-11-08,Online,ONLINE,Returned,2023,11
ORD0000154,CUST02385,2023-06-17,App,ONLINE,Cancelled,2023,6
ORD0000155,CUST03153,2024-05-27,App,ONLINE,Delivered,2024,5
ORD0000156,CUST03978,2023-01-06,Store,STORE037,Returned,2023,1
ORD0000157,CUST00153,2023-11-07,Store,STORE001,Returned,2023,11
ORD0000158,CUST01247,2023-07-03,App,ONLINE,Shipped,2023,7
ORD0000159,CUST04099,2023-11-30,Online,ONLINE,Shipped,2023,11
ORD0000160,CUST01757,2024-01-10,App,ONLINE,Delivered,2024,1
ORD0000161,CUST04778,2023-11-14,Online,ONLINE,Cancelled,2023,11
ORD0000162,CUST03781,2024-05-05,Store,STORE013,Cancelled,2024,5
ORD0000163,CUST03817,2023-11-13,Online,ONLINE,Cancelled,2023,11
ORD0000164,CUST02294,2023-02-25,App,ONLINE,Shipped,2023,2
ORD0000165,CUST00381,2023-03-05,App,ONLINE,Delivered,2023,3
ORD0000166,CUST02593,2023-07-17,Online,ONLINE,Cancelled,2023,7
ORD0000167,CUST03313,2024-02-24,Online,ONLINE,Returned,2024,2
ORD0000168,CUST04156,2024-06-13,Online,ONLINE,Delivered,2024,6
ORD0000169,CUST03582,2024-07-04,Store,STORE014,Shipped,2024,7
ORD0000170,CUST03644,2024-02-23,Online,ONLINE,Cancelled,2024,2
ORD0000171,CUST04219,2023-06-22,Online,ONLINE,Cancelled,2023,6
ORD0000172,CUST00342,2023-07-09,Online,ONLINE,Cancelled,2023,7
ORD0000173,CUST01119,2023-05-27,App,ONLINE,Returned,2023,5
ORD0000174,CUST02879,2024-01-21,App,ONLINE,Cancelled,2024,1
ORD0000175,CUST04986,2024-04-26,App,ONLINE,Returned,2024,4
ORD0000176,CUST01617,2023-01-13,Store,STORE023,Delivered,2023,1
ORD0000177,CUST00075,2023-10-26,App,ONLINE,Returned,2023,10
ORD0000178,CUST01749,2024-11-15,App,ONLINE,Cancelled,2024,11
ORD0000179,CUST03076,2023-03-09,Online,ONLINE,Shipped,2023,3
ORD0000180,CUST03734,2024-12-02,App,ONLINE,Delivered,2024,12
ORD0000181,CUST03894,2023-01-12,Store,STORE018,Returned,2023,1
ORD0000182,CUST03758,2023-07-27,Store,STORE047,Delivered,2023,7
ORD0000183,CUST03124,2023-05-25,App,ONLINE,Cancelled,2023,5
ORD0000184,CUST02896,2024-05-03,Online,ONLINE,Returned,2024,5
ORD0000185,CUST00087,2024-06-04,Store,STORE000,Cancelled,2024,6
ORD0000186,CUST02755,2023-02-23,Online,ONLINE,Delivered,2023,2
ORD0000187,CUST04253,2024-08-29,Store,STORE007,Cancelled,2024,8
ORD0000188,CUST00098,2024-06-07,App,ONLINE,Delivered,2024,6
ORD0000189,CUST02706,2024-04-06,App,ONLINE,Delivered,2024,4
ORD0000190,CUST04065,2023-09-17,Online,ONLINE,Returned,2023,9
ORD0000191,CUST04315,2024-05-29,Store,STORE004,Shipped,2024,5
ORD0000192,CUST00161,2023-08-07,Store,STORE007,Cancelled,2023,8
ORD0000193,CUST03322,2024-04-07,Store,STORE018,Shipped,2024,4
ORD0000194,CUST02782,2023-07-21,Online,ONLINE,Cancelled,2023,7
ORD0000195,CUST03019,2023-04-13,Store,STORE030,Shipped,2023,4
ORD0000196,CUST04934,2024-10-23,App,ONLINE,Delivered,2024,10
ORD0000197,CUST04590,2023-11-27,App,ONLINE,Shipped,2023,11
ORD0000198,CUST04458,2024-04-07,App,ONLINE,Delivered,2024,4
ORD0000199,CUST01885,2024-06-19,Store,STORE043,Returned,2024,6
ORD0000200,CUST01577,2023-07-22,Online,ONLINE,Returned,2023,7
ORD0000201,CUST01747,2023-10-10,Store,STORE039,Delivered,2023,10
ORD0000202,CUST04883,2023-01-25,App,ONLINE,Shipped,2023,1
ORD0000203,CUST03348,2024-11-17,Store,STORE003,Shipped,2024,11
ORD0000204,CUST01680,2023-01-11,App,ONLINE,Returned,2023,1
ORD0000205,CUST04077,2023-09-29,App,ONLINE,Delivered,2023,9
ORD0000206,CUST01436,2024-04-18,App,ONLINE,Returned,2024,4
ORD0000207,CUST03283,2023-10-20,App,ONLINE,Delivered,2023,10
ORD0000208,CUST04841,2023-07-15,App,ONLINE,Cancelled,2023,7
ORD0000209,CUST01837,2024-07-14,Online,ONLINE,Returned,2024,7
ORD0000210,CUST01980,2024-09-25,Store,STORE012,Returned,2024,9
ORD0000211,CUST00815,2023-06-16,Online,ONLINE,Cancelled,2023,6
ORD0000212,CUST00582,2024-09-01,Store,STORE042,Shipped,2024,9
ORD0000213,CUST03522,2023-09-19,Online,ONLINE,Delivered,2023,9
ORD0000214,CUST00721,2023-04-22,Store,STORE033,Returned,2023,4
ORD0000215,CUST02195,2024-11-23,App,ONLINE,Cancelled,2024,11
ORD0000216,CUST03781,2024-04-26,Store,STORE043,Delivered,2024,4
ORD0000217,CUST04313,2023-09-17,App,ONLINE,Shipped,2023,9
ORD0000218,CUST04702,2024-01-14,App,ONLINE,Delivered,2024,1
ORD0000219,CUST02374,2024-03-21,Online,ONLINE,Returned,2024,3
ORD0000220,CUST02911,2023-07-05,Online,ONLINE,Delivered,2023,7
ORD0000221,CUST01528,2023-05-06,Online,ONLINE,Shipped,2023,5
ORD0000222,CUST00591,2024-11-01,App,ONLINE,Returned,2024,11
ORD0000223,CUST02683,2023-12-01,Store,STORE028,Returned,2023,12
ORD0000224,CUST02302,2023-10-25,Store,STORE024,Returned,2023,10
ORD0000225,CUST04754,2023-06-15,Online,ONLINE,Returned,2023,6
ORD0000226,CUST00594,2023-05-10,Store,STORE049,Delivered,2023,5
ORD0000227,CUST01263,2024-03-08,App,ONLINE,Delivered,2024,3
ORD0000228,CUST00023,2024-09-27,Online,ONLINE,Shipped,2024,9
ORD0000229,CUST04404,2024-08-08,App,ONLINE,Shipped,2024,8
ORD0000230,CUST04877,2024-09-16,Store,STORE008,Cancelled,2024,9
ORD0000231,CUST03584,2023-08-13,Online,ONLINE,Shipped,2023,8
ORD0000232,CUST00739,2023-04-18,App,ONLINE,Returned,2023,4
ORD0000233,CUST03285,2024-06-17,Store,STORE024,Returned,2024,6
ORD0000234,CUST01848,2023-12-24,App,ONLINE,Shipped,2023,12
ORD0000235,CUST04291,2023-07-04,App,ONLINE,Cancelled,2023,7
ORD0000236,CUST01441,2023-03-31,Online,ONLINE,Delivered,2023,3
ORD0000237,CUST00983,2023-01-26,Store,STORE024,Cancelled,2023,1
ORD0000238,CUST04714,2024-11-21,Store,STORE031,Delivered,2024,11
ORD0000239,CUST00917,2023-09-18,App,ONLINE,Shipped,2023,9
ORD0000240,CUST00986,2024-12-18,App,ONLINE,Cancelled,2024,12
ORD0000241,CUST03907,2023-09-12,Online,ONLINE,Shipped,2023,9
ORD0000242,CUST02640,2023-10-29,App,ONLINE,Shipped,2023,10
ORD0000243,CUST04238,2024-08-05,App,ONLINE,Shipped,2024,8
ORD0000244,CUST04262,2024-02-10,Store,STORE039,Cancelled,2024,2
ORD0000245,CUST03041,2023-09-12,App,ONLINE,Cancelled,2023,9
ORD0000246,CUST00003,2024-12-02,Store,STORE016,Cancelled,2024,12
ORD0000247,CUST03580,2024-12-12,Online,ONLINE,Cancelled,2024,12
ORD0000248,CUST03204,2024-04-12,App,ONLINE,Returned,2024,4
ORD0000249,CUST04778,2024-09-23,Store,STORE019,Shipped,2024,9
ORD0000250,CUST02897,2024-07-15,Online,ONLINE,Returned,2024,7
ORD0000251,CUST00777,2024-08-14,Online,ONLINE,Delivered,2024,8
ORD0000252,CUST00763,2024-08-11,Store,STORE031,Cancelled,2024,8
ORD0000253,CUST03861,2024-06-19,App,ONLINE,Delivered,2024,6
ORD0000254,CUST03875,2024-07-23,App,ONLINE,Returned,2024,7
ORD0000255,CUST00532,2024-03-02,Online,ONLINE,Delivered,2024,3
ORD0000256,CUST00678,2023-07-05,Store,STORE021,Delivered,2023,7
ORD0000257,CUST00849,2024-03-09,Store,STORE020,Shipped,2024,3
ORD0000258,CUST02475,2024-02-12,App,ONLINE,Delivered,2024,2
ORD0000259,CUST04307,2024-01-22,Store,STORE007,Shipped,2024,1
ORD0000260,CUST04772,2024-02-24,Online,ONLINE,Cancelled,2024,2
ORD0000261,CUST01040,2024-06-12,Online,ONLINE,Delivered,2024,6
ORD0000262,CUST01747,2023-09-03,App,ONLINE,Returned,2023,9
ORD0000263,CUST03299,2023-08-01,Store,STORE008,Returned,2023,8
ORD0000264,CUST03149,2024-11-02,App,ONLINE,Shipped,2024,11
ORD0000265,CUST03610,2024-06-02,Online,ONLINE,Cancelled,2024,6
ORD0000266,CUST03091,2023-01-04,App,ONLINE,Cancelled,2023,1
ORD0000267,CUST02109,2023-08-11,App,ONLINE,Delivered,2023,8
ORD0000268,CUST02213,2023-12-27,App,ONLINE,Cancelled,2023,12
ORD0000269,CUST03585,2023-07-26,App,ONLINE,Shipped,2023,7
ORD0000270,CUST01702,2023-09-28,App,ONLINE,Cancelled,2023,9
ORD0000271,CUST03144,2023-02-19,Store,STORE017,Returned,2023,2
ORD0000272,CUST04656,2023-02-16,App,ONLINE,Delivered,2023,2
ORD0000273,CUST04001,2023-03-19,Online,ONLINE,Shipped,2023,3
ORD0000274,CUST02681,2023-04-30,App,ONLINE,Returned,2023,4
ORD0000275,CUST02853,2024-04-24,App,ONLINE,Delivered,2024,4
ORD0000276,CUST02385,2024-07-25,App,ONLINE,Returned,2024,7
ORD0000277,CUST01266,2024-09-15,Store,STORE017,Cancelled,2024,9
ORD0000278,CUST02033,2023-06-02,Online,ONLINE,Shipped,2023,6
ORD0000279,CUST04620,2024-08-30,Store,STORE031,Cancelled,2024,8
ORD0000280,CUST00153,2023-08-12,Store,STORE010,Cancelled,2023,8
ORD0000281,CUST01761,2024-02-24,Store,STORE021,Shipped,2024,2
ORD0000282,CUST04268,2024-08-02,Store,STORE005,Returned,2024,8
ORD0000283,CUST02223,2023-02-19,Store,STORE028,Returned,2023,2
ORD0000284,CUST04370,2024-03-02,Online,ONLINE,Shipped,2024,3
ORD0000285,CUST04855,2023-06-29,Store,STORE036,Returned,2023,6
ORD0000286,CUST02002,2023-01-28,Store,STORE014,Shipped,2023,1
ORD0000287,CUST04553,2024-01-26,Online,ONLINE,Returned,2024,1
ORD0000288,CUST01781,2024-12-19,App,ONLINE,Cancelled,2024,12
ORD0000289,CUST01064,2024-12-31,Store,STORE036,Returned,2024,12
ORD0000290,CUST03614,2023-11-08,Store,STORE037,Delivered,2023,11
ORD0000291,CUST00865,2024-01-04,Online,ONLINE,Delivered,2024,1
ORD0000292,CUST03212,2024-05-22,Online,ONLINE,Cancelled,2024,5
ORD0000293,CUST01357,2024-08-31,Online,ONLINE,Shipped,2024,8
ORD0000294,CUST02237,2024-06-20,App,ONLINE,Cancelled,2024,6
ORD0000295,CUST00945,2023-01-30,App,ONLINE,Cancelled,2023,1
ORD0000296,CUST03443,2023-08-26,App,ONLINE,Cancelled,2023,8
ORD0000297,CUST00708,2023-08-03,Store,STORE033,Returned,2023,8
ORD0000298,CUST02291,2023-10-22,Store,STORE002,Cancelled,2023,10
ORD0000299,CUST04499,2023-02-23,App,ONLINE,Shipped,2023,2
ORD0000300,CUST02472,2023-08-06,Online,ONLINE,Delivered,2023,8
ORD0000301,CUST04838,2024-01-24,Online,ONLINE,Delivered,2024,1
ORD0000302,CUST01995,2024-02-07,Online,ONLINE,Delivered,2024,2
ORD0000303,CUST04964,2023-12-17,Store,STORE031,Delivered,2023,12
ORD0000304,CUST03838,2024-07-01,Online,ONLINE,Returned,2024,7
ORD0000305,CUST00025,2023-07-04,Store,STORE020,Returned,2023,7
ORD0000306,CUST04299,2024-04-23,Store,STORE001,Delivered,2024,4
ORD0000307,CUST00023,2023-06-28,Store,STORE018,Returned,2023,6
ORD0000308,CUST00939,2024-12-02,Store,STORE035,Shipped,2024,12
ORD0000309,CUST00271,2023-10-02,Online,ONLINE,Shipped,2023,10
ORD0000310,CUST04137,2023-05-02,Store,STORE048,Cancelled,2023,5
ORD0000311,CUST03208,2023-08-02,Online,ONLINE,Delivered,2023,8
ORD0000312,CUST00622,2023-11-10,App,ONLINE,Returned,2023,11
ORD0000313,CUST01881,2024-01-13,Online,ONLINE,Cancelled,2024,1
ORD0000314,CUST01563,2024-09-23,Online,ONLINE,Delivered,2024,9
ORD0000315,CUST00993,2023-10-04,Online,ONLINE,Cancelled,2023,10
ORD0000316,CUST04831,2023-02-18,Store,STORE027,Delivered,2023,2
ORD0000317,CUST01385,2024-05-04,App,ONLINE,Returned,2024,5
ORD0000318,CUST03773,2023-11-05,Online,ONLINE,Cancelled,2023,11
ORD0000319,CUST03624,2024-11-11,Store,STORE049,Delivered,2024,11
ORD0000320,CUST01472,2024-11-18,App,ONLINE,Delivered,2024,11
ORD0000321,CUST04685,2023-02-11,App,ONLINE,Returned,2023,2
ORD0000322,CUST04883,2023-02-17,Online,ONLINE,Shipped,2023,2
ORD0000323,CUST04644,2023-01-11,Store,STORE013,Returned,2023,1
ORD0000324,CUST04552,2024-02-11,Online,ONLINE,Returned,2024,2
ORD0000325,CUST03919,2024-06-20,Store,STORE025,Delivered,2024,6
ORD0000326,CUST04949,2023-07-08,Store,STORE041,Delivered,2023,7
ORD0000327,CUST04956,2024-07-21,App,ONLINE,Shipped,2024,7
ORD0000328,CUST03886,2024-01-19,Online,ONLINE,Cancelled,2024,1
ORD0000329,CUST00241,2024-08-07,Online,ONLINE,Delivered,2024,8
ORD0000330,CUST03880,2024-08-31,Store,STORE001,Delivered,2024,8
ORD0000331,CUST04799,2023-09-08,App,ONLINE,Delivered,2023,9
ORD0000332,CUST02469,2024-09-23,Store,STORE008,Delivered,2024,9
ORD0000333,CUST03011,2023-04-17,App,ONLINE,Shipped,2023,4
ORD0000334,CUST00906,2024-12-29,Store,STORE024,Shipped,2024,12
ORD0000335,CUST03875,2023-03-24,Store,STORE011,Shipped,2023,3
ORD0000336,CUST03635,2024-03-08,App,ONLINE,Cancelled,2024,3
ORD0000337,CUST01646,2024-08-19,App,ONLINE,Shipped,2024,8
ORD0000338,CUST01796,2024-11-10,Online,ONLINE,Returned,2024,11
ORD0000339,CUST00771,2024-03-03,Online,ONLINE,Delivered,2024,3
ORD0000340,CUST04206,2023-08-06,App,ONLINE,Cancelled,2023,8
ORD0000341,CUST01838,2023-05-15,Store,STORE043,Returned,2023,5
ORD0000342,CUST02913,2024-02-13,Store,STORE032,Returned,2024,2
ORD0000343,CUST03974,2024-06-02,Store,STORE025,Shipped,2024,6
ORD0000344,CUST01774,2024-02-27,Store,STORE005,Returned,2024,2
ORD0000345,CUST00287,2024-12-10,App,ONLINE,Shipped,2024,12
ORD0000346,CUST03826,2024-07-30,Store,STORE018,Shipped,2024,7
ORD0000347,CUST02155,2023-10-14,Online,ONLINE,Delivered,2023,10
ORD0000348,CUST02367,2024-08-30,App,ONLINE,Cancelled,2024,8
ORD0000349,CUST03714,2024-08-22,App,ONLINE,Shipped,2024,8
ORD0000350,CUST02686,2024-05-25,Store,STORE002,Delivered,2024,5
ORD0000351,CUST02486,2024-08-14,Store,STORE031,Shipped,2024,8
ORD0000352,CUST02273,2023-10-01,Store,STORE009,Returned,2023,10
ORD0000353,CUST00077,2024-03-25,App,ONLINE,Returned,2024,3
ORD0000354,CUST01063,2024-07-30,Online,ONLINE,Returned,2024,7
ORD0000355,CUST00986,2024-10-30,Online,ONLINE,Returned,2024,10
ORD0000356,CUST04371,2024-08-18,Online,ONLINE,Delivered,2024,8
ORD0000357,CUST04009,2024-11-22,App,ONLINE,Delivered,2024,11
ORD0000358,CUST03921,2023-12-15,App,ONLINE,Cancelled,2023,12
ORD0000359,CUST02225,2023-09-16,Online,ONLINE,Cancelled,2023,9
ORD0000360,CUST04490,2023-03-22,Store,STORE048,Shipped,2023,3
ORD0000361,CUST03058,2024-12-28,Store,STORE013,Returned,2024,12
ORD0000362,CUST03434,2023-05-16,App,ONLINE,Delivered,2023,5
